Name,LEC,LAB,SEM,EXAM
MCS*1000*0101 (8609) Introductory Marketing,"LEC Tues05:30PM - 06:50PMTHRN, Room 1200",,"SEM Fri10:30AM - 11:20AMMCKN, Room 224",EXAM Sat08:30AM - 10:30AM (2022/12/10)Room TB
MCS*1000*0102 (8610) Introductory Marketing,"LEC Tues05:30PM - 06:50PMTHRN, Room 1200",,"SEM Fri11:30AM - 12:20PMMCKN, Room 224",EXAM Sat08:30AM - 10:30AM (2022/12/10)Room TB
MCS*1000*0103 (8611) Introductory Marketing,"LEC Tues05:30PM - 06:50PMTHRN, Room 1200",,"SEM Fri12:30PM - 01:20PMMCKN, Room 224",EXAM Sat08:30AM - 10:30AM (2022/12/10)Room TB
MCS*1000*0104 (8612) Introductory Marketing,"LEC Tues05:30PM - 06:50PMTHRN, Room 1200",,"SEM Fri01:30PM - 02:20PMMCKN, Room 231",EXAM Sat08:30AM - 10:30AM (2022/12/10)Room TB
MCS*1000*0105 (8613) Introductory Marketing,"LEC Tues05:30PM - 06:50PMTHRN, Room 1200",,"SEM Fri03:30PM - 04:20PMMCKN, Room 226",EXAM Sat08:30AM - 10:30AM (2022/12/10)Room TB
MCS*1000*0206 (8614) Introductory Marketing,"LEC Tues02:30PM - 03:50PMROZH, Room 103",,"SEM Fri09:30AM - 10:20AMMACS, Room 129",EXAM Sat08:30AM - 10:30AM (2022/12/10)Room TB
MCS*1000*0207 (8615) Introductory Marketing,"LEC Tues02:30PM - 03:50PMROZH, Room 103",,"SEM Fri02:30PM - 03:20PMMACS, Room 129",EXAM Sat08:30AM - 10:30AM (2022/12/10)Room TB
MCS*1000*0208 (8616) Introductory Marketing,"LEC Tues02:30PM - 03:50PMROZH, Room 103",,"SEM Thur03:30PM - 04:20PMMACS, Room 121",EXAM Sat08:30AM - 10:30AM (2022/12/10)Room TB
MCS*1000*0209 (8617) Introductory Marketing,"LEC Tues02:30PM - 03:50PMROZH, Room 103",,"SEM Fri08:30AM - 09:20AMMACS, Room 129",EXAM Sat08:30AM - 10:30AM (2022/12/10)Room TB
MCS*1000*0210 (8618) Introductory Marketing,"LEC Tues02:30PM - 03:50PMROZH, Room 103",,"SEM Fri04:30PM - 05:20PMMACS, Room 129",EXAM Sat08:30AM - 10:30AM (2022/12/10)Room TB
MCS*1000*0311 (0227) Introductory Marketing,"LEC Mon05:30PM - 06:50PMTHRN, Room 1200",,"SEM Tues08:30AM - 09:20AMMINS, Room 106",EXAM Sat08:30AM - 10:30AM (2022/12/10)Room TB
MCS*1000*0312 (0228) Introductory Marketing,"LEC Mon05:30PM - 06:50PMTHRN, Room 1200",,"SEM Tues03:30PM - 04:20PMMACS, Room 121",EXAM Sat08:30AM - 10:30AM (2022/12/10)Room TB
MCS*1000*0313 (0229) Introductory Marketing,"LEC Mon05:30PM - 06:50PMTHRN, Room 1200",,"SEM Thur08:30AM - 09:20AMMACS, Room 121",EXAM Sat08:30AM - 10:30AM (2022/12/10)Room TB
MCS*1000*0314 (0230) Introductory Marketing,"LEC Mon05:30PM - 06:50PMTHRN, Room 1200",,"SEM Thur01:30PM - 02:20PMMACS, Room 121",EXAM Sat08:30AM - 10:30AM (2022/12/10)Room TB
MCS*1000*0315 (0231) Introductory Marketing,"LEC Mon05:30PM - 06:50PMTHRN, Room 1200",,"SEM Thur02:30PM - 03:20PMMACS, Room 121",EXAM Sat08:30AM - 10:30AM (2022/12/10)Room TB
MCS*1000*DE01 (8619) Introductory Marketing,,,,EXAM Sat08:30AM - 10:30AM (2022/12/10)Room TB
MCS*2000*01 (8620) Business Communication,"LEC Tues, Thur01:00PM - 02:20PMMACN, Room 113",,,EXAM Mon08:30AM - 10:30AM (2022/12/12)Room TB
MCS*2000*DE01 (8621) Business Communication,,,,EXAM Mon08:30AM - 10:30AM (2022/12/12)Room TB
MCS*2020*01 (8622) Information Management,"LEC Mon, Wed10:00AM - 11:20AMMACS, Room 209",,,EXAM Tues07:00PM - 09:00PM (2022/12/06)Room TB
MCS*2020*02 (8623) Information Management,"LEC Mon, Wed01:00PM - 02:20PMMCKN, Room 031",,,EXAM Tues07:00PM - 09:00PM (2022/12/06)Room TB
MCS*2020*DE01 (8624) Information Management,,,,EXAM Tues07:00PM - 09:00PM (2022/12/06)Room TB
MCS*2100*DE01 (8625) Personal Financial Mgmt,,,,EXAM Thur08:30AM - 10:30AM (2022/12/08)Room TB
MCS*2600*01 (8626) Consumer Behaviour,"LEC Mon, Wed10:00AM - 11:20AMCRSC, Room 116",,,EXAM Mon02:30PM - 04:30PM (2022/12/05)Room TB
MCS*2600*02 (8627) Consumer Behaviour,"LEC Mon, Wed11:30AM - 12:50PMMCKN, Room 115",,,EXAM Mon02:30PM - 04:30PM (2022/12/05)Room TB
MCS*2600*03 (8628) Consumer Behaviour,"LEC Mon, Wed02:30PM - 03:50PMMCKN, Room 116",,,EXAM Mon02:30PM - 04:30PM (2022/12/05)Room TB
MCS*3000*DE01 (8629) Advanced Marketing,,,,
MCS*3030*01 (8630) Research Methods,"LEC Tues, Thur10:00AM - 11:20AMAD-S, Room VIRTUA",,,
MCS*3030*02 (8631) Research Methods,"LEC Tues, Thur01:00PM - 02:20PMAD-S, Room VIRTUA",,,
MCS*3040*01 (8632) Business and Consumer Law,"LEC Mon07:00PM - 09:50PMROZH, Room 103",,,EXAM Mon11:30AM - 01:30PM (2022/12/05)Room TB
MCS*3040*DE01 (8633) Business and Consumer Law,,,,EXAM Mon11:30AM - 01:30PM (2022/12/05)Room TB
MCS*3050*01 (8634) Digital Marketing,"LEC Mon08:30AM - 11:20AMMCKN, Room 23",,,
MCS*3500*01 (8635) Marketing Analytics,"LEC Tues, Thur01:00PM - 02:20PMMCKN, Room 12",,,
MCS*3500*02 (8636) Marketing Analytics,"LEC Tues, Thur04:00PM - 05:20PMMCKN, Room 11",,,
MCS*3620*01 (8637) Marketing Communications,"LEC Tues, Thur11:30AM - 12:50PMMCKN, Room 03",,,
MCS*3620*02 (8638) Marketing Communications,"LEC Tues, Thur02:30PM - 03:50PMMCKN, Room 11",,,
MCS*4010*01 (8639) Consumer Information Processes,"LEC Mon, Wed10:00AM - 11:20AMMCLN, Room 10",,,
MCS*4010*02 (8640) Consumer Information Processes,"LEC Mon, Wed01:00PM - 02:20PMMACS, Room 12",,,
MCS*4040*01 (8641) Mgmt in Product Development,"LEC Tues, Thur10:00AM - 11:20AMALEX, Room 21",,,
MCS*4060*01 (8642) Retail Management,"LEC Mon, Wed11:30AM - 12:50PMMINS, Room 10",,,
MCS*4100*01 (8643) Entrepreneurship,"LEC Wed07:00PM - 09:50PMMINS, Room 017",,,EXAM Wed08:30AM - 10:30AM (2022/12/14)Room TB
MCS*4370*01 (8644) Marketing Strategy,"LEC Tues, Thur10:00AM - 11:20AMMACS, Room 12",,,
MCS*4370*02 (8645) Marketing Strategy,"LEC Tues, Thur01:00PM - 02:20PMMCLN, Room 10",,,
MCS*4400*01 (8646) Pricing Management,"LEC Mon, Wed10:00AM - 11:20AMMINS, Room 10",,,
MCS*4600*01 (8647) International Marketing,"LEC Mon, Fri10:00AM - 11:20AMMINS, Room 10",,,
MCS*4600*02 (8648) International Marketing,"LEC Mon, Fri01:00PM - 02:20PMMCKN, Room 11",,,
MCS*4910*01 (8649) Topics in Consumer Studies,"LEC Wed02:30PM - 05:20PMMCLN, Room 10",,,
MCS*4910*02 (9513) Topics in Consumer Studies,,,,
MCS*4920*01 (8650) Topics in Consumer Studies,LEC Thur02:30PM - 05:20PMRoom TB,,,
MCS*6000*01 (8651) Consumption Behaviour Theory I,"LEC Mon11:30AM - 02:20PMMINS, Room 20",,,
MCS*6050*01 (8652) Rsrch Methods: Mktg/Consumer,"LEC Mon02:30PM - 05:20PMMINS, Room 20",,,
MCS*6100*01 (8653) Marketing Stategy,"LEC Thur02:30PM - 05:20PMMINS, Room 20",,,
MCS*6850*01 (8654) Models for Marketing Decisions,LEC Days TBATimes TBARoom TB,,,
MCS*6950*01 (8655) Mktg/Consumer Studies Seminar,"LEC Wed02:30PM - 05:20PMMACS, Room 12",,,
MGMT*1000*0101 (8656) Introduction to Business,"LEC Mon, Wed11:30AM - 12:20PMALEX, Room 200",,"SEM Thur02:30PM - 04:20PMMAC, Room 23",
MGMT*1000*0102 (8657) Introduction to Business,"LEC Mon, Wed11:30AM - 12:20PMALEX, Room 200",,"SEM Mon02:30PM - 04:20PMMAC, Room 23",
MGMT*1000*0103 (8658) Introduction to Business,"LEC Mon, Wed11:30AM - 12:20PMALEX, Room 200",,"SEM Fri10:30AM - 12:20PMMAC, Room 23",
MGMT*1000*0104 (8659) Introduction to Business,"LEC Mon, Wed11:30AM - 12:20PMALEX, Room 200",,"SEM Thur07:00PM - 08:50PMMAC, Room 23",
MGMT*1000*0105 (8660) Introduction to Business,"LEC Mon, Wed11:30AM - 12:20PMALEX, Room 200",,"SEM Thur08:30AM - 10:20AMMAC, Room 23",
MGMT*1000*0125 (9572) Introduction to Business,"LEC Mon, Wed11:30AM - 12:20PMALEX, Room 200",,"SEM Mon04:30PM - 06:20PMMAC, Room 23",
MGMT*1000*0206 (8661) Introduction to Business,"LEC Mon, Wed03:30PM - 04:20PMROZH, Room 104",,"SEM Tues12:30PM - 02:20PMMAC, Room 23",
MGMT*1000*0207 (8662) Introduction to Business,"LEC Mon, Wed03:30PM - 04:20PMROZH, Room 104",,"SEM Tues10:30AM - 12:20PMMAC, Room 23",
MGMT*1000*0208 (8663) Introduction to Business,"LEC Mon, Wed03:30PM - 04:20PMROZH, Room 104",,"SEM Wed07:00PM - 08:50PMMAC, Room 23",
MGMT*1000*0209 (8664) Introduction to Business,"LEC Mon, Wed03:30PM - 04:20PMROZH, Room 104",,"SEM Mon08:30AM - 10:20AMMAC, Room 23",
MGMT*1000*0210 (8665) Introduction to Business,"LEC Mon, Wed03:30PM - 04:20PMROZH, Room 104",,"SEM Thur10:30AM - 12:20PMMAC, Room 23",
MGMT*1000*0211 (8666) Introduction to Business,"LEC Mon, Wed03:30PM - 04:20PMROZH, Room 104",,"SEM Wed08:30AM - 10:20AMMAC, Room 23",
MGMT*1000*0212 (8667) Introduction to Business,"LEC Mon, Wed03:30PM - 04:20PMROZH, Room 104",,"SEM Tues07:00PM - 08:50PMMAC, Room 23",
MGMT*1000*0213 (8668) Introduction to Business,"LEC Mon, Wed03:30PM - 04:20PMROZH, Room 104",,"SEM Mon07:00PM - 08:50PMMAC, Room 23",
MGMT*1000*0214 (8669) Introduction to Business,"LEC Mon, Wed03:30PM - 04:20PMROZH, Room 104",,"SEM Tues08:30AM - 10:20AMMAC, Room 23",
MGMT*1000*0215 (8670) Introduction to Business,"LEC Mon, Wed03:30PM - 04:20PMROZH, Room 104",,"SEM Fri08:30AM - 10:20AMMAC, Room 23",
MGMT*1000*0226 (9573) Introduction to Business,"LEC Mon, Wed03:30PM - 04:20PMROZH, Room 104",,"SEM Tues04:30PM - 06:20PMMAC, Room 23",
MGMT*1000*0316 (8671) Introduction to Business,"LEC Mon, Wed09:30AM - 10:20AMROZH, Room 104",,"SEM Fri02:30PM - 04:20PMMAC, Room 23",
MGMT*1000*0317 (8672) Introduction to Business,"LEC Mon, Wed09:30AM - 10:20AMROZH, Room 104",,"SEM Wed10:30AM - 12:20PMMAC, Room 23",
MGMT*1000*0318 (8673) Introduction to Business,"LEC Mon, Wed09:30AM - 10:20AMROZH, Room 104",,"SEM Tues02:30PM - 04:20PMMAC, Room 23",
MGMT*1000*0319 (8674) Introduction to Business,"LEC Mon, Wed09:30AM - 10:20AMROZH, Room 104",,"SEM Mon10:30AM - 12:20PMMAC, Room 23",
MGMT*1000*0320 (8675) Introduction to Business,"LEC Mon, Wed09:30AM - 10:20AMROZH, Room 104",,"SEM Thur12:30PM - 02:20PMMAC, Room 23",
MGMT*1000*0321 (9500) Introduction to Business,"LEC Mon, Wed09:30AM - 10:20AMROZH, Room 104",,"SEM Wed12:30PM - 02:20PMMAC, Room 23",
MGMT*1000*0322 (9501) Introduction to Business,"LEC Mon, Wed09:30AM - 10:20AMROZH, Room 104",,"SEM Wed02:30PM - 04:20PMMAC, Room 23",
MGMT*1000*0323 (9502) Introduction to Business,"LEC Mon, Wed09:30AM - 10:20AMROZH, Room 104",,"SEM Mon12:30PM - 02:20PMMAC, Room 23",
MGMT*1000*0324 (9503) Introduction to Business,"LEC Mon, Wed09:30AM - 10:20AMROZH, Room 104",,"SEM Fri12:30PM - 02:20PMMAC, Room 23",
MGMT*1000*0327 (9574) Introduction to Business,"LEC Mon, Wed09:30AM - 10:20AMROZH, Room 104",,"SEM Wed04:30PM - 06:20PMMAC, Room 23",
MGMT*1000*0328 (9575) Introduction to Business,"LEC Mon, Wed09:30AM - 10:20AMROZH, Room 104",,"SEM Thur04:30PM - 06:20PMMAC, Room 23",
MGMT*1100*EL01 (8676) Business Career Preparation,,,,
MGMT*1100*EL02 (8677) Business Career Preparation,,,,
MGMT*1100*EL03 (8678) Business Career Preparation,,,,
MGMT*1100*EL04 (8679) Business Career Preparation,,,,
MGMT*1200*DE01 (8680) Principles of Management,,,,EXAM Mon08:30AM - 10:30AM (2022/12/05)Room TB
MGMT*2150*DE01 (8681) Intro to Canadian Business,,,,EXAM Thur08:30AM - 10:30AM (2022/12/15)Room TB
MGMT*2260*01 (8682) Intro to International Bus,"LEC Tues, Thur08:30AM - 09:50AMMACS, Room 209",,,EXAM Thur08:30AM - 10:30AM (2022/12/15)Room TB
MGMT*2500*DE01 (8683) Entrepreneurship Fundamentals,,,,
MGMT*3020*01 (8684) Corp Social Responsibility,"LEC Mon, Wed05:30PM - 06:50PMRICH, Room 252",,,
MGMT*3020*DE01 (8685) Corp Social Responsibility,,,,
MGMT*3140*01 (8686) Business Analytics,"LEC Tues, Thur11:30AM - 12:50PMTHRN, Room 1307",,,EXAM Wed11:30AM - 01:30PM (2022/12/07)Room TB
MGMT*3140*DE01 (8687) Business Analytics,,,,EXAM Wed11:30AM - 01:30PM (2022/12/07)Room TB
MGMT*3200*01 (8688) Negotiation &amp; Conflict Mgmt,"LEC Mon, Wed02:30PM - 03:50PMMCKN, Room 12",,,
MGMT*3300*DE01 (8689) Project Management,,,,
MGMT*3320*01 (8690) Financial Management,"LEC Tues, Thur08:30AM - 09:50AMRICH, Room 2520",,,EXAM Sat02:30PM - 04:30PM (2022/12/10)Room TB
MGMT*3320*DE01 (8691) Financial Management,,,,EXAM Sat02:30PM - 04:30PM (2022/12/10)Room TB
MGMT*3500*01 (8692) Design Thinking,"LEC Mon, Wed04:00PM - 05:20PMMINS, Room 103",,,EXAM Thur08:30AM - 10:30AM (2022/12/15)Room TB
MGMT*4000*0101 (8693) Strategic Management,"LEC Thur07:00PM - 08:50PMWMEM, Room 103",,"SEM Wed10:00AM - 11:20AMANNU, Room 14",
MGMT*4000*0102 (8694) Strategic Management,"LEC Thur07:00PM - 08:50PMWMEM, Room 103",,"SEM Wed02:30PM - 03:50PMANNU, Room 14",
MGMT*4000*0103 (8695) Strategic Management,"LEC Thur07:00PM - 08:50PMWMEM, Room 103",,"SEM Mon02:30PM - 03:50PMMCKN, Room 22",
MGMT*4000*0104 (8696) Strategic Management,"LEC Thur07:00PM - 08:50PMWMEM, Room 103",,"SEM Mon04:00PM - 05:20PMMCKN, Room 22",
MGMT*4000*0105 (8697) Strategic Management,"LEC Thur07:00PM - 08:50PMWMEM, Room 103",,"SEM Tues01:00PM - 02:20PMMCKN, Room 22",
MGMT*4000*0106 (8698) Strategic Management,"LEC Thur07:00PM - 08:50PMWMEM, Room 103",,"SEM Tues02:30PM - 03:50PMMCKN, Room 22",
MGMT*4000*0107 (8699) Strategic Management,"LEC Thur07:00PM - 08:50PMWMEM, Room 103",,"SEM Tues07:00PM - 08:20PMMCKN, Room 22",
MGMT*4000*0108 (8700) Strategic Management,"LEC Thur07:00PM - 08:50PMWMEM, Room 103",,"SEM Wed08:30AM - 09:50AMMCKN, Room 22",
MGMT*4000*0109 (8701) Strategic Management,"LEC Thur07:00PM - 08:50PMWMEM, Room 103",,"SEM Wed01:00PM - 02:20PMMCKN, Room 22",
MGMT*4020*0101 (8702) Food Product Development I,"LEC Mon02:30PM - 05:20PMGFTC, Room 241","LAB Fri11:30AM - 02:20PMGFTC, Room 24",,
MGMT*4050*01 (8703) Business Consulting,"LEC Fri08:30AM - 11:20AMMCKN, Room 30",,,
MGMT*4060*01 (8704) Business Consulting,LEC Days TBATimes TBARoom TB,,,
MGMT*4100*01 (8705) Management Decision Making,"LEC Mon, Wed05:30PM - 06:50PMMACS, Room 20",,,
MGMT*4140*01 (8706) Advanced Business Analytics,"LEC Thur11:30AM - 02:20PMALEX, Room 02",,,
MGMT*4200*DE01 (8707) Management Capstone,,,,
MGMT*4350*01 (8708) Business Case Competition Prep,"LEC Mon07:00PM - 09:50PMMAC, Room 149",,,EXAM Thur08:30AM - 10:30AM (2022/12/15)Room TB
MGMT*4991*01 (8709) Management Thesis,LEC Days TBATimes TBARoom TB,,,
MGMT*4991*02 (8710) Management Thesis,LEC Days TBATimes TBARoom TB,,,
MGMT*4991*03 (8711) Management Thesis,LEC Days TBATimes TBARoom TB,,,
MGMT*6000*01 (8712) Management Seminar Series,"LEC Wed11:30AM - 02:20PMMAC, Room 21",,,
MGMT*6100*01 (8713) Evidence Based Mgmt Research,"LEC Thur11:30AM - 02:20PMMCKN, Room 23",,,
MGMT*6150*01 (8714) Micro-Organizational Behaviour,"LEC Tues11:30AM - 02:20PMMCKN, Room 23",,,
MGMT*6200*01 (8715) Leadership Assessment &amp; Dev't,"LEC Mon02:30PM - 05:20PMMCKN, Room 23",,,
MGMT*6400*01 (8716) Project Management,"LEC Tues02:30PM - 05:20PMMCLN, Room 10",,,
MGMT*6500*01 (8717) Major Research Project,LEC Days TBATimes TBARoom TB,,,
MGMT*6500*02 (8718) Major Research Project,LEC Days TBATimes TBARoom TB,,,
MGMT*6810*01 (8719) Mgmt Research Methods &amp; Design,"LEC Mon08:30AM - 11:20AMMAC, Room 21",,,
MGMT*6950*01 (8720) Doctoral Research Seminar,"LEC Wed02:30PM - 05:20PMMACS, Room 12",,,
MICR*2420*0101 (8721) Introduction to Microbiology,"LEC Mon, Wed, Fri09:30AM - 10:20AMALEX, Room 200","LAB Mon02:30PM - 05:20PMSSC, Room 4102",,EXAM Fri02:30PM - 04:30PM (2022/12/09)Room TB
MICR*2420*0102 (8722) Introduction to Microbiology,"LEC Mon, Wed, Fri09:30AM - 10:20AMALEX, Room 200","LAB Tues02:30PM - 05:20PMSSC, Room 4102",,EXAM Fri02:30PM - 04:30PM (2022/12/09)Room TB
MICR*2420*0103 (8723) Introduction to Microbiology,"LEC Mon, Wed, Fri09:30AM - 10:20AMALEX, Room 200","LAB Wed02:30PM - 05:20PMSSC, Room 4102",,EXAM Fri02:30PM - 04:30PM (2022/12/09)Room TB
MICR*2420*0104 (8724) Introduction to Microbiology,"LEC Mon, Wed, Fri09:30AM - 10:20AMALEX, Room 200","LAB Mon02:30PM - 05:20PMSSC, Room 4102",,EXAM Fri02:30PM - 04:30PM (2022/12/09)Room TB
MICR*2420*0105 (8725) Introduction to Microbiology,"LEC Mon, Wed, Fri09:30AM - 10:20AMALEX, Room 200","LAB Tues02:30PM - 05:20PMSSC, Room 4102",,EXAM Fri02:30PM - 04:30PM (2022/12/09)Room TB
MICR*2420*0106 (8726) Introduction to Microbiology,"LEC Mon, Wed, Fri09:30AM - 10:20AMALEX, Room 200","LAB Wed02:30PM - 05:20PMSSC, Room 4102",,EXAM Fri02:30PM - 04:30PM (2022/12/09)Room TB
MICR*2430*0101 (8727) Methods in Microb Cult &amp; Phys,"LEC Tues01:00PM - 02:20PMMAC, Room 149","LAB Tues02:30PM - 05:20PMSSC, Room 4110",,EXAM Tues11:30AM - 01:30PM (2022/12/06)Room TB
MICR*2430*0102 (8728) Methods in Microb Cult &amp; Phys,"LEC Tues01:00PM - 02:20PMMAC, Room 149","LAB Wed02:30PM - 05:20PMSSC, Room 4110",,EXAM Tues11:30AM - 01:30PM (2022/12/06)Room TB
MICR*2430*0103 (8729) Methods in Microb Cult &amp; Phys,"LEC Tues01:00PM - 02:20PMMAC, Room 149","LAB Thur02:30PM - 05:20PMSSC, Room 4110",,EXAM Tues11:30AM - 01:30PM (2022/12/06)Room TB
MICR*3090*01 (8730) Mycology,"LEC Tues, Thur11:30AM - 12:50PMMCKN, Room 22",,,
MICR*3230*01 (8731) Immunology,"LEC Mon, Wed05:30PM - 06:50PMWMEM, Room 103",,,EXAM Mon08:30AM - 10:30AM (2022/12/12)Room TB
MICR*3230*AU01 (0502) Immunology,,,,
MICR*3240*01 (8732) Microbial Physiol. &amp; Genetics,"LEC Tues, Thur08:30AM - 09:50AMMCKN, Room 031",,,EXAM Wed11:30AM - 01:30PM (2022/12/14)Room TB
MICR*3280*01 (8733) Microbial Cell Biology,"LEC Tues, Thur01:00PM - 02:20PMCRSC, Room 117",,,EXAM Tues08:30AM - 10:30AM (2022/12/06)Room TB
MICR*3330*01 (8734) World of Viruses,"LEC Tues, Thur10:00AM - 11:20AMMACN, Room 113",,,EXAM Fri02:30PM - 04:30PM (2022/12/16)Room TB
MICR*3420*01 (8735) Microbial Diversity &amp; Ecology,"LEC Mon, Wed, Fri10:30AM - 11:20AMMAC, Room 149",,,EXAM Fri11:30AM - 01:30PM (2022/12/09)Room TB
MICR*4010*01 (8736) Pathogenic Microbiology,"LEC Mon, Wed01:00PM - 02:20PMMACS, Room 129",,,EXAM Thur08:30AM - 10:30AM (2022/12/08)Room TB
MUSC*1060*DE01 (8737) Music &amp; Culture I,,,,EXAM Tues02:30PM - 04:30PM (2022/12/13)Room TB
MUSC*1130*DE01 (8738) Introduction to Musicianship,,,,
MUSC*1160*0101 (8739) Theory and Musicianship I,"LEC Mon01:00PM - 02:20PMMCKN, Room 113","LAB Wed04:00PM - 05:20PMMCKN, Room 203",,EXAM Sat08:30AM - 10:30AM (2022/12/10)Room TB
MUSC*1160*0102 (8740) Theory and Musicianship I,"LEC Mon01:00PM - 02:20PMMCKN, Room 113","LAB Thur02:30PM - 03:50PMMCKN, Room 203",,EXAM Sat08:30AM - 10:30AM (2022/12/10)Room TB
MUSC*1160*0103 (8741) Theory and Musicianship I,"LEC Mon01:00PM - 02:20PMMCKN, Room 113","LAB Fri10:00AM - 11:20AMMCKN, Room 203",,EXAM Sat08:30AM - 10:30AM (2022/12/10)Room TB
MUSC*1340*01 (8742) Music and Research I,"LEC Mon, Wed02:30PM - 03:50PMMCKN, Room 11",,,
MUSC*1410*01 (8743) Music and Creative Practice I,LEC Days TBATimes TBARoom TBA,,,EXAM Fri08:30AM - 10:30AM (2022/12/16)Room TB
MUSC*1510*01 (8745) Applied Music II,LEC Days TBATimes TBARoom TB,,,
MUSC*1710*01 (8746) Instrumental Ensembles I,,"LAB Thur07:00PM - 09:50PMMCKN, Room 20",,
MUSC*1710*02 (8747) Instrumental Ensembles I,,"LAB Tues07:00PM - 09:50PMMCKN, Room 20",,
MUSC*1710*03 (8748) Instrumental Ensembles I,,"LAB Wed07:00PM - 09:50PMMCKN, Room 20",,
MUSC*1910*01 (8749) Choral Ensembles I,"LEC Mon, Wed05:30PM - 06:50PMMCKN, Room 11",,,
MUSC*1910*02 (8750) Choral Ensembles I,"LEC Tues07:00PM - 09:50PMMCKN, Room 11",,,
MUSC*2100*01 (8751) Creating Music on the Computer,"LEC Tues, Thur01:00PM - 02:20PMMCKN, Room 206",,,EXAM Thur08:30AM - 10:30AM (2022/12/15)Room TB
MUSC*2140*DE01 (8752) History of Jazz,,,,EXAM Fri02:30PM - 04:30PM (2022/12/09)Room TB
MUSC*2150*DE01 (8753) Music &amp; Popular Culture,,,,EXAM Fri08:30AM - 10:30AM (2022/12/09)Room TB
MUSC*2410*01 (8754) Appl. Composition &amp; Improv I,"LEC Tues, Thur10:00AM - 11:20AMMCKN, Room 203",,,EXAM Fri08:30AM - 10:30AM (2022/12/16)Room TB
MUSC*2430*0101 (8755) Theory and Musicianship III,"LEC Mon11:30AM - 12:50PMMCKN, Room 113","LAB Wed10:00AM - 11:20AMMCKN, Room 206",,EXAM Tues08:30AM - 10:30AM (2022/12/13)Room TB
MUSC*2430*0102 (8756) Theory and Musicianship III,"LEC Mon11:30AM - 12:50PMMCKN, Room 113","LAB Wed11:30AM - 12:50PMMCKN, Room 206",,EXAM Tues08:30AM - 10:30AM (2022/12/13)Room TB
MUSC*2500*01 (8758) Applied Music III,,LAB Days TBATimes TBARoom TB,,
MUSC*2510*01 (8759) Applied Music IV,,LAB Days TBATimes TBARoom TB,,
MUSC*2570*01 (8760) Keyboard Accompaniment I,,LAB Days TBATimes TBARoom TB,,
MUSC*2580*01 (8761) Keyboard Accompaniment II,,LAB Days TBATimes TBARoom TB,,
MUSC*2710*01 (8762) Instrumental Ensembles III,,"LAB Thur07:00PM - 09:50PMMCKN, Room 20",,
MUSC*2710*02 (8763) Instrumental Ensembles III,,"LAB Tues07:00PM - 09:50PMMCKN, Room 20",,
MUSC*2710*03 (8764) Instrumental Ensembles III,,"LAB Wed07:00PM - 09:50PMMCKN, Room 20",,
MUSC*2720*01 (9397) Instrumental Ensembles IV,,"LAB Thur07:00PM - 09:50PMMCKN, Room 20",,
MUSC*2720*02 (9398) Instrumental Ensembles IV,,"LAB Tues07:00PM - 09:50PMMCKN, Room 20",,
MUSC*2720*03 (9399) Instrumental Ensembles IV,,"LAB Wed07:00PM - 09:50PMMCKN, Room 20",,
MUSC*2910*01 (8765) Choral Ensembles III,"LEC Mon, Wed05:30PM - 06:50PMMCKN, Room 11",,,
MUSC*2910*02 (8766) Choral Ensembles III,"LEC Tues07:00PM - 09:50PMMCKN, Room 11",,,
MUSC*2920*01 (9400) Choral Ensembles IV,,"LAB Mon, Wed05:30PM - 06:50PMMCKN, Room 11",,
MUSC*2920*02 (9401) Choral Ensembles IV,,"LAB Tues07:00PM - 09:50PMMCKN, Room 11",,
MUSC*3410*01 (8767) Appl. Composition &amp; Imprv III,,,,
MUSC*3500*01 (8768) Applied Music V,,LAB Days TBATimes TBARoom TB,,
MUSC*3510*01 (8769) Applied Music VI,,LAB Days TBATimes TBARoom TB,,
MUSC*3550*01 (8770) Collab Performance Project I,,LAB Days TBATimes TBARoom TB,,
MUSC*3560*01 (8771) Collab Performance Project II,,LAB Days TBATimes TBARoom TB,,
MUSC*3710*01 (8772) Instrumental Ensembles V,,"LAB Thur07:00PM - 09:50PMMCKN, Room 20",,
MUSC*3710*02 (8773) Instrumental Ensembles V,,"LAB Tues07:00PM - 09:50PMMCKN, Room 20",,
MUSC*3710*03 (8774) Instrumental Ensembles V,,"LAB Wed07:00PM - 09:50PMMCKN, Room 20",,
MUSC*3720*01 (9402) Instrumental Ensembles VI,,"LAB Thur07:00PM - 09:50PMMCKN, Room 20",,
MUSC*3720*02 (9403) Instrumental Ensembles VI,,"LAB Tues07:00PM - 09:50PMMCKN, Room 20",,
MUSC*3720*03 (9404) Instrumental Ensembles VI,,"LAB Wed07:00PM - 09:50PMMCKN, Room 20",,
MUSC*3740*01 (8775) Topics in Pop Music Studies,"LEC Mon, Wed01:00PM - 02:20PMMCKN, Room 20",,,
MUSC*3910*01 (8776) Choral Ensembles V,,"LAB Mon, Wed05:30PM - 06:50PMMCKN, Room 11",,
MUSC*3910*02 (8777) Choral Ensembles V,,"LAB Tues07:00PM - 09:50PMMCKN, Room 11",,
MUSC*3920*01 (9405) Choral Ensembles VI,,"LAB Mon, Wed05:30PM - 06:50PMMCKN, Room 11",,
MUSC*3920*02 (9406) Choral Ensembles VI,,"LAB Tues07:00PM - 09:50PMMCKN, Room 11",,
MUSC*4200*01 (8779) Exp. Learning in Music,,LAB Days TBATimes TBARoom TB,,
